,Latitude,Longitude,name,color
0,42.019110999999995,-93.525735,Loc Clust 4,#8259c8
1,42.019110999999995,-93.525735,Loc Clust 4,#8259c8
2,42.019110999999995,-93.525735,Loc Clust 4,#8259c8
3,42.019110999999995,-93.525735,Loc Clust 4,#8259c8
4,42.016877,-93.526748,Loc Clust 4,#8259c8
5,42.016877,-93.526748,Loc Clust 4,#8259c8
6,42.016877,-93.526748,Loc Clust 4,#8259c8
7,42.016877,-93.526748,Loc Clust 4,#8259c8
8,42.016877,-93.526748,Loc Clust 4,#8259c8
9,42.016877,-93.526748,Loc Clust 4,#8259c8
10,40.69907,-86.900038,Loc Clust 5,#8decf5
11,40.69907,-86.900038,Loc Clust 5,#8decf5
12,40.69907,-86.900038,Loc Clust 5,#8decf5
13,40.69907,-86.900038,Loc Clust 5,#8decf5
14,42.016877,-93.526748,Loc Clust 4,#8259c8
15,42.016877,-93.526748,Loc Clust 4,#8259c8
16,42.016877,-93.526748,Loc Clust 4,#8259c8
17,42.016877,-93.526748,Loc Clust 4,#8259c8
18,40.69907,-86.900038,Loc Clust 5,#8decf5
19,40.69907,-86.900038,Loc Clust 5,#8decf5
20,40.69907,-86.900038,Loc Clust 5,#8decf5
21,40.69907,-86.900038,Loc Clust 5,#8decf5
22,40.69907,-86.900038,Loc Clust 5,#8decf5
23,40.69907,-86.900038,Loc Clust 5,#8decf5
24,40.69907,-86.900038,Loc Clust 5,#8decf5
25,41.27298,-91.66623,Loc Clust 1,#55ae46
26,41.27298,-91.66623,Loc Clust 1,#55ae46
27,40.69907,-86.900038,Loc Clust 5,#8decf5
28,40.69907,-86.900038,Loc Clust 5,#8decf5
29,40.69907,-86.900038,Loc Clust 5,#8decf5
30,40.69907,-86.900038,Loc Clust 5,#8decf5
31,41.27298,-91.66623,Loc Clust 1,#55ae46
32,41.27298,-91.66623,Loc Clust 1,#55ae46
33,40.69907,-86.900038,Loc Clust 5,#8decf5
34,40.69907,-86.900038,Loc Clust 5,#8decf5
35,40.69907,-86.900038,Loc Clust 5,#8decf5
36,40.69907,-86.900038,Loc Clust 5,#8decf5
37,40.69907,-86.900038,Loc Clust 5,#8decf5
38,40.69907,-86.900038,Loc Clust 5,#8decf5
39,40.69907,-86.900038,Loc Clust 5,#8decf5
40,40.69907,-86.900038,Loc Clust 5,#8decf5
41,40.69907,-86.900038,Loc Clust 5,#8decf5
42,40.121302,-88.091593,Loc Clust 3,#212b15
43,40.121302,-88.091593,Loc Clust 3,#212b15
44,40.121302,-88.091593,Loc Clust 3,#212b15
45,40.69907,-86.900038,Loc Clust 5,#8decf5
46,40.69907,-86.900038,Loc Clust 5,#8decf5
47,40.69907,-86.900038,Loc Clust 5,#8decf5
48,40.69907,-86.900038,Loc Clust 5,#8decf5
49,40.69907,-86.900038,Loc Clust 5,#8decf5
50,40.69907,-86.900038,Loc Clust 5,#8decf5
51,40.69907,-86.900038,Loc Clust 5,#8decf5
52,40.69907,-86.900038,Loc Clust 5,#8decf5
53,40.69907,-86.900038,Loc Clust 5,#8decf5
54,40.69907,-86.900038,Loc Clust 5,#8decf5
55,40.69907,-86.900038,Loc Clust 5,#8decf5
56,40.69907,-86.900038,Loc Clust 5,#8decf5
57,40.69907,-86.900038,Loc Clust 5,#8decf5
58,40.69907,-86.900038,Loc Clust 5,#8decf5
59,40.69907,-86.900038,Loc Clust 5,#8decf5
60,40.69907,-86.900038,Loc Clust 5,#8decf5
61,40.69907,-86.900038,Loc Clust 5,#8decf5
62,40.69907,-86.900038,Loc Clust 5,#8decf5
63,40.69907,-86.900038,Loc Clust 5,#8decf5
64,40.121302,-88.091593,Loc Clust 3,#212b15
65,40.121302,-88.091593,Loc Clust 3,#212b15
66,40.121302,-88.091593,Loc Clust 3,#212b15
67,40.121302,-88.091593,Loc Clust 3,#212b15
68,40.69907,-86.900038,Loc Clust 5,#8decf5
69,40.69907,-86.900038,Loc Clust 5,#8decf5
70,40.69907,-86.900038,Loc Clust 5,#8decf5
71,40.69907,-86.900038,Loc Clust 5,#8decf5
72,40.69907,-86.900038,Loc Clust 5,#8decf5
73,40.69907,-86.900038,Loc Clust 5,#8decf5
74,40.69907,-86.900038,Loc Clust 5,#8decf5
75,40.69907,-86.900038,Loc Clust 5,#8decf5
76,40.69907,-86.900038,Loc Clust 5,#8decf5
77,40.69907,-86.900038,Loc Clust 5,#8decf5
78,40.69907,-86.900038,Loc Clust 5,#8decf5
79,40.121302,-88.091593,Loc Clust 3,#212b15
80,40.121302,-88.091593,Loc Clust 3,#212b15
81,40.121302,-88.091593,Loc Clust 3,#212b15
82,40.69907,-86.900038,Loc Clust 5,#8decf5
83,40.69907,-86.900038,Loc Clust 5,#8decf5
84,40.69907,-86.900038,Loc Clust 5,#8decf5
85,40.69907,-86.900038,Loc Clust 5,#8decf5
86,40.69907,-86.900038,Loc Clust 5,#8decf5
87,40.69907,-86.900038,Loc Clust 5,#8decf5
88,40.121302,-88.091593,Loc Clust 3,#212b15
89,40.121302,-88.091593,Loc Clust 3,#212b15
90,40.121302,-88.091593,Loc Clust 3,#212b15
91,40.69907,-86.900038,Loc Clust 5,#8decf5
92,40.69907,-86.900038,Loc Clust 5,#8decf5
93,40.69907,-86.900038,Loc Clust 5,#8decf5
94,40.121302,-88.091593,Loc Clust 3,#212b15
95,40.121302,-88.091593,Loc Clust 3,#212b15
96,40.121302,-88.091593,Loc Clust 3,#212b15
97,40.69907,-86.900038,Loc Clust 5,#8decf5
98,40.69907,-86.900038,Loc Clust 5,#8decf5
99,40.69907,-86.900038,Loc Clust 5,#8decf5
100,40.121302,-88.091593,Loc Clust 3,#212b15
101,40.121302,-88.091593,Loc Clust 3,#212b15
102,40.121302,-88.091593,Loc Clust 3,#212b15
103,40.69907,-86.900038,Loc Clust 5,#8decf5
104,40.69907,-86.900038,Loc Clust 5,#8decf5
105,40.69907,-86.900038,Loc Clust 5,#8decf5
106,40.121302,-88.091593,Loc Clust 3,#212b15
107,40.121302,-88.091593,Loc Clust 3,#212b15
108,40.69907,-86.900038,Loc Clust 5,#8decf5
109,40.69907,-86.900038,Loc Clust 5,#8decf5
110,40.69907,-86.900038,Loc Clust 5,#8decf5
111,40.69907,-86.900038,Loc Clust 5,#8decf5
112,40.69907,-86.900038,Loc Clust 5,#8decf5
113,40.69907,-86.900038,Loc Clust 5,#8decf5
114,40.69907,-86.900038,Loc Clust 5,#8decf5
115,40.69907,-86.900038,Loc Clust 5,#8decf5
116,40.69907,-86.900038,Loc Clust 5,#8decf5
117,40.69907,-86.900038,Loc Clust 5,#8decf5
118,40.69907,-86.900038,Loc Clust 5,#8decf5
119,40.69907,-86.900038,Loc Clust 5,#8decf5
120,40.69907,-86.900038,Loc Clust 5,#8decf5
121,40.69907,-86.900038,Loc Clust 5,#8decf5
122,40.69907,-86.900038,Loc Clust 5,#8decf5
123,40.69907,-86.900038,Loc Clust 5,#8decf5
124,40.69907,-86.900038,Loc Clust 5,#8decf5
